title,#,author,reviewer,reviewer link,reviewer ID,editor (internal use),isbn,hide_ibooks,book_seamus_id,author_seamus_id,review_seamus_id,tags,genre (internal use),text,random numbers
The Love Affairs Of Nathaniel P.: A Novel ,50,Adelle Waldman,Maureen Corrigan,http://www.npr.org/people/4529709/maureen-corrigan,"book critic, <em>Fresh Air</em>",Beth,0805097457,,200355950,,206716384,"Realistic Fiction, Let's Talk About Sex, Funny Stuff, Love Stories, Book Club Ideas",Fiction,"Of all the novels I’ve reviewed in 2013, this is the one that everyone &mdash; from my middle-aged friends to my hip graduate student TAs &mdash; wants to borrow. Adelle Waldman’s debut is a comic novel of ideas that tracks the loves and literary ambitions of 30-year-old Nate Piven, who lives in Brooklyn. Nate and his smarty-arty friends spend their days writing essays on topics like “Yoga as the New Orientalism” and their evenings flirting and quaffing craft brewed beers. You’d think all that erudition might make Nate a “better” person, but, alas, he’s just another well-read bounder &mdash; one his girlfriends and Waldman’s readers find hard to resist.",0.757396175
Five Days At Memorial,96,Sheri Fink,Edith Chapin,http://www.npr.org/people/153024115/edith-chapin,"senior editor, International Desk",Nicole,0307718964,,216838309,220687231,216838132,"NPR Staff Picks, Science & Society, For History Lovers, Eye-Opening Reads, The Dark Side, Rather Long, Book Club Ideas",Nonfiction,"Eight years after the allegations of possible euthanasia at hospitals in the wake of Hurricane Katrina, Sheri Fink grippingly describes the horrible conditions medical staff and patients endured and the tough choices everyone had to make. Regardless of who you consider to be heroes or villains, this book will make you think twice about what you thought you knew about those notorious few days.",0.781441392
And The Mountains Echoed,192,Khaled Hosseini,Marcela Valdes,http://marcelavaldes.com/,book critic,Camila,159463176X,,184189286,184191561,184189527,"Realistic Fiction, Tales From Around The World, Family Matters, Book Club Ideas",Fiction,"In Khaled Hosseini's best novel yet, nine characters must decide what they would (and wouldn’t) do for the happiness of their family. Among the options: sell a daughter, kill a sister, protect an alcoholic mother, accept a life of lonely desperation. The novel brims with scenes of Afghan cruelty and generosity, but to Hosseini’s credit, there isn’t a single villain in sight. After all, even warlords can be nice daddies.",0.78469741
Return To Oakpine: A Novel ,33,Ron Carlson,Alan Cheuse,,"critic and author, most recently of <em>Paradise, Or, Eat Your Face: A Trio of Novellas</em>",Rose,0670025070,,243292245,,211735448,"Realistic Fiction, Family Matters",Fiction,"The town of Oakpine, Wyo., doesn't exist on maps, but in this new book, Ron Carlson has done a splendid job of making a reader feel at home there. It’s also where Jimmy Brand, a successful writer who spent the past 30 years in New York City, returns to die. Long-lost friends gather around him, resuscitating their old rock 'n' roll band in his honor. The music of everyday human speech and the rhythm section of the human heart resonate in this prairie song of a novel.",0.787653458
Black Aperture: Poems,108,Matt Rassmussen,Craig Morgan Teicher,http://www.craigmorganteicher.com/,poet and critic,Camila,080715086X,TRUE,235398271,,,"Poetry & Short Stories, The Dark Side, Seriously Great Writing, Family Matters",Poetry,"Where did this strange, sad, gorgeous book come from? Matt Rasmussen is a new poet, but also a founder of Birds LLC, one of the hip, up-and-coming poetry micropublishers. His poems trace the lifelong unfolding of the aftereffects of a brother's suicide in breathtakingly sharp couplets. There are no answers to the questions this book raises, but no one's ever asked them so clearly.",0.805576673
Appetite,109,Aaron Smith,Craig Morgan Teicher,http://www.craigmorganteicher.com/,poet and critic,Camila,0822962195,TRUE,243289213,,,"Poetry & Short Stories, The Dark Side, Seriously Great Writing, For Art Lovers, Family Matters",Poetry,"When it comes to gay identity, race, city life, approaching middle age and family, Aaron Smith is writing some of the best new poems around. He's got a real ear not only for the music of language but for how music &mdash; the kind that comes out of speakers &mdash; and poetry intersect. This book got too little notice: You need to read it ASAP.",0.808940859
"Masterminds And 
Wingmen: Helping Our Boys Cope With Schoolyard Power, Locker-Room Tests,
 Girlfriends And The New Rules Of Boy World",173,Rosalind Wiseman,Michel Martin,http://www.npr.org/people/5201175/michel-martin,"host, <em>Tell Me More</em>",Nicole,0307986659,,221106372,221029208,,"NPR Staff Picks, Science & Society, Eye-Opening Reads, Book Club Ideas, Family Matters",Nonfiction,"I have a boy, and although I gave birth to him and love him dearly, I sometimes look at him and wonder what alien spaceship dropped him off. So the minute I heard that Rosalind Wiseman was writing a book about boys, I knew I was getting it. (Wiseman also wrote <em>Queen Bees And Wannabes,</em> which inspired the film <em>Mean Girls.</em>)  This book explains so many of the things boys cannot, or will not, explain for themselves. It is based on solid research and, just as important, on the accounts of her “informants” &mdash; a diverse (or so she says) group of boys who agreed to answer her difficult questions truthfully. Although I felt at times she glossed over many of the very real racial and class differences that inform the way boys are seen and treated (stop-and-frisk, anyone?) I found much common sense and immediately useful information. Wiseman employs a researcher’s eye, a journalist's sharp and accessible hand, and a mother’s heart. A rare combination indeed.  
",0.80984677
The Most Of Nora Ephron,174,Nora Ephron,Meg Wolitzer,,"author, most recently of <em>The Interestings</em>",Rose,038535083X,TRUE,242089163,,242086848,"For History Lovers, Rather Long, Funny Stuff, Biography & Memoir, Seriously Great Writing",,"Nora Ephron began her writing career as a cub reporter for <em>The New York Post,</em> and during her lifetime she was a journalist, essayist, novelist, screenwriter, playwright and, even briefly, a blogger. All these sides are on display in this volume, which contains the novel <em>Heartburn</em> and the script to her Broadway play <em>Lucky Guy, </em> as well as much more, including her brilliant early essays, which go back to way before she felt bad about her neck. Ephron, who died in 2012, is served well by this collection, which showcases her talent and range and &mdash; perhaps most of all &mdash; her voice.",0.813966376
This House Is Haunted,67,John Boyne,Jean Zimmerman,http://www.jeanzimmerman.com,"book critic and author, most recently of <em>The Orphanmaster</em>",Camila,1590516796,,243242459,,,"For History Lovers, Science Fiction & Fantasy, The Dark Side, Tales From Around The World, Historical Fiction",Historical Fiction,"<em>This House Is Haunted</em> draws on some of the great ghost-loving writers of the past, Charles Dickens and Henry James foremost among them. It's 1867, perfect timing for a Gothic creepfest. A bereaved governess minds two ""intelligent"" children at Gaudlin Hall in Norfolk, England. Frights close in as no-nonsense protagonist Eliza Caine discovers the string of horrific deaths that have befallen the great house. She suffers ""accidents"" &mdash; attacked by a savage dog, pushed from a window, painfully scalded. ""I find human nature to be a very disturbing thing,"" she opines. Boyle's smart dialogue and scene-setting give the book cinematic appeal.",0.814208214
The Beast: Riding the Rails And Dodging Narcos On The Migrant Trail,190,Oscar Martinez,Marcela Valdes,http://marcelavaldes.com/,book critic,Camila,1781681325,,240539447,240534299,,"Science & Society, Tales From Around The World, Eye-Opening Reads, The Dark Side",Nonfiction,"Beyond true crime, Oscar Martinez’s tremendous investigative report on how thousands of Central American migrants travel through Mexico to the U.S. border reads more like true horror.  Far from home, in legal limbo, the migrants often fall victim to robbery, rape, torture or mass kidnapping by drug traffickers. Why would anyone undertake such a harrowing journey just to become an illegal gardener, housekeeper or factory employee in America? Martinez has the answer.",0.819380218
The Woman Who Lost Her Soul,46,Bob Shacochis,Nancy Pearl,http://www.nancypearl.com/,librarian and book critic,Beth/Petra,0802119824,,217229979,217228965,,"Realistic Fiction, Mysteries & Thrillers, For History Lovers, Rather Long, Tales From Around The World, The Dark Side, Seriously Great Writing, Let's Talk About Sex",Fiction,"It’s a shame novelist and nonfiction author Bob Shacochis isn’t already a household name among readers of literary fiction, but I’m hoping that this important and powerful novel will bring him the recognition and readers that he so deserves. Spanning the decades between World War II and the present, from the Cold War to the War on Terrorism, with settings as diverse as Montana, Turkey, the Yugoslav republic of Croatia, Fort Bragg, Haiti, and several deluxe golf courses, this massive (over 700 pages) novel introduces myriad fully realized characters, in five distinct sections whose relationships to one another slowly become clear &mdash; though believe me, when you begin the novel you will have no idea where the plot is going and how it’s going to end. I’d have no hesitation in labeling this the first ""Great American Novel"" of the 21st century &mdash; and despite its size and complexity (or maybe because of its size and complexity) I found it riveting.
",0.823776854
